product_id;name;brand;description;price;sizes;image_url;stock_quantity;category;colors_general
KVP011;Baskets Adidas Femme Superstar II Off White; Adidas;Découvrez l’élégance intemporelle alliée à la performance avec ces baskets signées Adidas, un choix incontournable pour toutes les femmes en quête de style et de confort au quotidien. Inspirées par l’héritage du basketball des années 70, ces chaussures se distinguent par leur design emblématique et leur qualité supérieure. La matière principale, un cuir raffiné, apporte une touche de luxe tandis que la célèbre triple bande latérale affirme un look authentique et reconnaissable. La protection offerte par l’emblématique shell-toe en caoutchouc assure une résistance optimale, idéale pour affronter les défis urbains avec assurance. À l’intérieur, la doublure textile procure douceur et bien-être à chaque pas. La semelle cupsole en caoutchouc garantit une excellente adhérence et une durabilité à toute épreuve, faisant de cette paire un allié fiable pour tous les déplacements. Le logo Trefoil sur le talon et la fermeture à lacets parachèvent ce modèle avec une note classique et sophistiquée. Parfaites pour compléter une garde-robe moderne, ces baskets s’adressent à toutes celles qui souhaitent associer allure sportive et élégance urbaine. Optez pour un modèle iconique qui traverse les tendances et sublime chaque tenue, tout en bénéficiant du savoir-faire inégalé d’Adidas.;120;"[""35 1/3"", ""36 2/3"", ""37 1/3"", ""38 2/3"", ""39 1/3"", ""40 2/3"", ""41 1/3"", ""36"", ""38"", ""40""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/d/adidas_women_superstar_ii_off_white_core_black_off_white_8.jpg;13;Femme;['noir', 'blanc']
KVP012;Baskets ASICS Femme JOG 100S White; ASICS;Découvrez un confort ultime et un style intemporel avec cette basket, inspirée des modèles emblématiques d’archives d’ASICS. L’empeigne en mesh respirant, composée d’au moins 75 % de matériaux recyclés, offre une ventilation optimale au quotidien. Des empiècements synthétiques assurent un soutien et une durabilité supplémentaires, tandis que la semelle intermédiaire légère en EVA garantit un amorti réactif. La semelle intérieure ORTHOLITE contribue à un confort durable et à une gestion efficace de l’humidité. Une semelle extérieure en caoutchouc avec des lignes de traction diagonales procure une excellente adhérence sur diverses surfaces. Cette basket polyvalente allie design rétro et technologie moderne, en faisant le choix idéal pour ceux qui apprécient style, confort et durabilité;110;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_women_jog_100s_whitecream_6.jpg;6;Femme;['blanc']
KVP013;Baskets ASICS Femme JOG 100S Black; ASICS;Découvrez un confort ultime et un style intemporel avec cette élégante sneaker d’ASICS, inspirée par des chaussures de course classiques et réinventée avec des technologies modernes. L’empeigne en mesh respirant, fabriquée à partir de fibres recyclées, assure une ventilation optimale et une grande durabilité. La semelle en EVA moulée d’une seule pièce offre un excellent amorti, tandis que la semelle intérieure ORTHOLITE garantit un confort supplémentaire sous le pied. Grâce à la teinture innovante « spin-dye », l’environnement est préservé grâce à une réduction de 33% de la consommation d’eau. Parfaite pour un usage quotidien ou des activités sportives, cette sneaker allie avec aisance mode et fonctionnalité. Choisissez une démarche consciente, élégante et confortable grâce à la qualité ASICS;110;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_women_jog_100s_blackblack_6.jpg;19;Femme;['noir']
KVP014;Baskets ASICS Men GEL-QUANTUM 360 I White; ASICS;Découvrez l’alliance parfaite entre innovation et élégance sportive avec ces baskets signées ASICS. Conçues pour les hommes exigeants, elles offrent un confort exceptionnel grâce à une technologie de pointe. Le dessus en mesh jacquard assure une excellente ventilation, maintenant vos pieds au frais même lors des activités les plus intenses. La combinaison du mesh et du synthétique garantit légèreté et durabilité, tandis que le contrefort externe au talon apporte une stabilité accrue à chaque pas. La semelle intermédiaire intègre un amorti FF BLAST PLUS, procurant un confort supérieur et un retour d’énergie optimal. La technologie GEL sur 360 degrés absorbe efficacement les chocs, idéale pour les longues journées ou les entraînements intensifs. La technologie TRUSSTIC renforce la stabilité et confère une allure dynamique à l’ensemble. Avec leur couleur blanche rehaussée de touches Diva Pink, ces baskets incarnent l’équilibre parfait entre performance et style. Optez pour l’excellence japonaise et laissez-vous séduire par une chaussure qui accompagne chaque mouvement avec assurance et modernité. Convient pour : Hommes. Marque : ASICS. Couleur : White/Diva Pink.;180;"[""41,5"", ""42"", ""42,5"", ""43,5"", ""44"", ""44,5"", ""45""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_men_gel_quantum_360_i_whitediva_pink_6.jpg;9;Unisexe;['rose', 'blanc']
KVP015;Baskets ASICS Unisexe GEL-KINETIC FLUENT White; ASICS;Cette basket élégante combine un design intemporel, inspiré des chaussures de course des années 2010, avec les dernières innovations technologiques. Grâce à la technologie avancée Scutoid GEL et à l’amorti FF BLAST PLUS ECO, chaque pas bénéficie d’un amorti ultime et d’un rebond réactif. Le système de soutien TRUSSTIC offre une stabilité supplémentaire, idéale pour un usage quotidien ou les activités sportives. La tige synthétique contient au moins 20 % de matériaux recyclés, alliant ainsi durabilité et respect de l’environnement. L’association élégante du blanc et du massepain fait de cette basket unisexe un choix parfait pour ceux qui recherchent confort, performance et style en un seul modèle;170;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42"", ""42,5"", ""43,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_kinetic_fluent_whitemarzipan_6.jpg;10;Unisexe;['blanc']
KVP016;Baskets ASICS Unisex GEL-CUMULUS 16 Cream; ASICS;Cette sneaker élégante d’ASICS allie un design intemporel à des technologies avancées pour un confort optimal lors des longues distances. La tige en mesh respirant assure une excellente ventilation et garde les pieds frais, tandis que la semelle intermédiaire FluidRide et l’amorti double GEL absorbent les chocs sans effort. La semelle extérieure AHAR, durable, garantit une adhérence fiable, même en cas d’utilisation intensive. Grâce à son poids léger et au système innovant Trusstic, l’efficacité de la foulée est améliorée. La semelle intérieure amovible et anti-odeurs augmente le confort de port. Parfait pour ceux qui recherchent une combinaison de performance, de durabilité et de style, avec une élégante palette de couleurs crème/ivoire;150;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42"", ""42,5"", ""43,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_cumulus_16_creamivory_6.jpg;16;Unisexe;['blanc']
KVP017;Baskets ASICS Unisexe GEL-CUMULUS 16 White; ASICS;Découvrez l’alliance parfaite entre performance et élégance avec ces baskets signées ASICS. Conçues pour offrir un confort exceptionnel sur de longues distances, elles séduisent grâce à leur design intemporel et à leur technologie avancée. Leur tige en mesh et en synthétique assure une excellente ventilation, maintenant vos pieds frais même lors d’efforts prolongés. La semelle intermédiaire FluidRide procure une sensation de légèreté et d’amorti dynamique, tandis que la technologie GEL intégrée à l’avant-pied et au talon absorbe efficacement les chocs pour une foulée tout en douceur. La semelle extérieure en caoutchouc AHAR garantit une durabilité remarquable et une adhérence optimale sur toutes les surfaces. Grâce au Trusstic System et à la Guidance Line, chaque pas devient plus stable et plus efficace. La semelle intérieure ComforDry, amovible et anti-odeur, renforce le confort au quotidien. Convient à tous, ce modèle est idéal aussi bien pour la pratique sportive que pour un usage quotidien. Optez pour la qualité et l’innovation de la marque japonaise ASICS et élevez votre expérience de marche ou de course à un niveau supérieur.;150;"[""35,5"", ""36"", ""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_cumulus_16_whiteironclad_7.jpg;4;Unisexe;['blanc']
KVP018;Baskets ASICS Unisexe GEL-CUMULUS 16 Cream; ASICS;Découvrez l’alliance parfaite entre technologie avancée et élégance sportive avec ces baskets signées ASICS. Conçues pour les amateurs de confort et de performance, elles se distinguent par leur design moderne et leur couleur Cream/Clay Grey, idéale pour un look raffiné au quotidien. Leur tige en mesh et synthétique assure une excellente aération, gardant vos pieds frais même lors d’efforts prolongés. La semelle intermédiaire FluidRide offre une légèreté remarquable tout en garantissant un amorti dynamique et réactif, tandis que la technologie GEL intégrée à l’avant-pied et au talon absorbe efficacement les chocs, pour une sensation de douceur à chaque pas. Grâce à la semelle extérieure en caoutchouc AHAR, la durabilité et l’adhérence sont au rendez-vous, même sur les surfaces les plus exigeantes. Le système Trusstic et la Guidance Line optimisent la stabilité et la fluidité du mouvement, renforçant l’efficacité de votre foulée. La semelle intérieure ComforDry, amovible et anti-odeur, contribue à maintenir un environnement sain et sec. Convient à tous, ce modèle léger est un choix incontournable pour ceux qui recherchent la qualité, la fonctionnalité et le style, que ce soit pour la course à pied ou pour un usage quotidien. Faites confiance à la marque ASICS, référence mondiale en matière de baskets innovantes, pour accompagner chaque pas vers vos objectifs.;150;"[""35,5"", ""36"", ""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_cumulus_16_creamclay_grey_6.jpg;23;Unisexe;['gris', 'marron', 'blanc']
KVP019;Baskets ASICS Unisexe GEL-KAYANO 12.1 Cream; ASICS;Découvrez un confort et un style ultimes avec cette sneaker exclusive, fruit d’une collaboration unique entre ASICS et KITH. Inspirée d’un modèle emblématique de 2006, cette version associe une tige en mesh respirant à des empiècements synthétiques pour un look moderne. Grâce à la technologie avancée FLUIDRIDE et à l’amorti GEL à l’avant-pied comme à l’arrière-pied, chaque pas est à la fois facile et confortable. La construction de la semelle, basée sur la GEL-NIMBUS 17, offre un soutien optimal et une grande durabilité. La semelle intérieure recyclée souligne le caractère durable du modèle. Parfaite pour ceux qui recherchent une sneaker polyvalente et élégante, alliant sans effort performance sportive et mode;180;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42"", ""42,5"", ""43,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_kayano_121_creampure_silver_6.jpg;11;Unisexe;['argent', 'blanc']
KVP020;Baskets ASICS Unisexe GEL-KAYANO 12.1 White; ASICS;Cette sneaker allie élégance sportive et technologie innovante, fruit d’une collaboration unique avec KITH. Inspiré par les armures gothiques européennes de 2006, le modèle incarne à la fois l’héritage et une touche de modernité. Grâce à sa tige en mesh respirant et en matières synthétiques, le confort reste optimal, tandis que la technologie FLUIDRIDE et le système d’amorti GEL à l’avant et à l’arrière du pied offrent une excellente absorption des chocs et un soutien léger. La doublure intérieure écologique souligne son caractère durable. Ce modèle unisexe propose l’équilibre parfait entre style, performance et confort, idéal pour ceux qui recherchent une sneaker lifestyle exclusive et fonctionnelle;180;"[""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42"", ""42,5"", ""43,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_unisex_gel_kayano_121_whitepure_silver_6.jpg;4;Unisexe;['argent', 'blanc']
KVP021;Baskets ASICS Femme GEL-NUNOBIKI Cosmos; ASICS;Découvrez une nouvelle dimension du style sportif avec ces baskets pour femmes signées ASICS. Inspirées par l’univers des trailrunners du début des années 2000, elles se distinguent par une silhouette moderne et dynamique, idéale pour les passionnées de mode urbaine à la recherche de performance. La tige en matériau synthétique associe habilement des finitions mates et semi-brillantes, créant un contraste raffiné dans une élégante couleur Cosmos/Pure Silver. Les larges lacets en ruban apportent une touche originale et tendance, tout en assurant un maintien optimal. La semelle extérieure, spécialement conçue pour le trail, offre une adhérence supérieure sur différents types de surfaces, garantissant sécurité et stabilité à chaque pas. Grâce à la technologie GEL intégrée au niveau du talon, l’amorti est exceptionnel, absorbant efficacement les chocs pour un confort durable même lors d’une utilisation prolongée. Parfaitement adaptées aux femmes actives qui souhaitent allier fonctionnalité, innovation et esthétique contemporaine, ces baskets incarnent l’équilibre parfait entre la mode et la performance, fidèles à l’esprit d’excellence de la marque japonaise ASICS. Offrez-vous une expérience unique où chaque détail est pensé pour sublimer votre quotidien, que ce soit en ville ou sur les sentiers.;120;"[""35,5"", ""36"", ""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_women_gel_nunobiki_cosmospure_silver_6.jpg;16;Femme;['argent']
KVP022;Baskets ASICS Femme GEL-NUNOBIKI White; ASICS;Découvrez l’alliance parfaite entre le style contemporain et la performance avec ces baskets signées par la marque japonaise ASICS. Inspirées par les célèbres chutes de Nunobiki à Kobe, ces chaussures affichent une silhouette raffinée qui rappelle les modèles de trail emblématiques du début des années 2000. Leur dessus en matière synthétique se distingue par une combinaison élégante de couches mates et semi-brillantes, offrant un contraste subtil et moderne. Les larges lacets apportent une touche audacieuse, tandis que la semelle extérieure à motif trail assure une adhérence optimale, idéale pour affronter aussi bien les rues urbaines que les sentiers en pleine nature. Grâce à la technologie GEL placée au niveau du talon, chaque pas bénéficie d’une excellente absorption des chocs, garantissant un confort exceptionnel tout au long de la journée. La semelle intérieure durable, conçue selon un procédé de teinture respectueux de l’environnement, souligne l’engagement de la marque envers la durabilité. Polyvalentes et élégantes, ces baskets conviennent parfaitement aux femmes à la recherche de chaussures alliant confort, fonctionnalité et esthétique pour un usage quotidien ou sportif. Adoptez l’excellence ASICS et vivez une expérience unique où mode et innovation se rencontrent.;120;"[""35,5"", ""36"", ""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_women_gel_nunobiki_whitepure_silver_6.jpg;17;Femme;['argent', 'blanc']
KVP023;Baskets ASICS Femme GEL-QUANTUM 360 I Graphite Grey; ASICS;Entrez dans un monde de confort et d’innovation avec cette sneaker élégante d’ASICS. L’empeigne en mesh respirant assure une ventilation optimale, tandis que les détails en impression 5D apportent une touche moderne. Grâce à la technologie avancée TRUSSTIC et au contrefort de talon externe en TPU, une stabilité et un soutien supplémentaires sont assurés à chaque pas. La technologie unique DIVISION GEL et l’amorti FF BLAST ECO, enrichi de 20% de biomasse provenant de la canne à sucre, offrent une excellente absorption des chocs et un grand confort. Conçue en collaboration avec l’ASICS Institute of Sport Science, cette sneaker combine performances sportives et design contemporain. Idéal pour celles et ceux qui souhaitent allier style et fonctionnalité;180;"[""36"", ""37"", ""37,5"", ""38"", ""39"", ""39,5"", ""40"", ""40,5"", ""41,5"", ""42"", ""42,5""]";https://cdn.etrias.nl/media/cache/product_thumb_md/a/s/asics_women_gel_quantum_360_i_graphite_greyhazard_green_6.jpg;17;Femme;['gris', 'vert']
